EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
1380,PK0-BP,PK5-BP,"Wilson, Ressler, Harner, Cataldo, Brennan, Colby, Coder, Carnathan, Hill",,Plunketts Creek Berm Removal (Boulder Pool),Loyalsock Creek,6/29/2020,2:30:00 PM,,41.417184,-76.808735,41.417184,-76.808735,,20.1,6.36,69.8,20.5,6.66,,,,Repeated,,Connectivity,,Farm Streams,Plunketts,,"Batteries dead, could not do pass 3",,
1381,PK0-CH,PK5-CH,"Wilson, Ressler, Harner, Cataldo, Brennan, Colby, Coder, Carnathan, Hill",,Plunketts Creek Downstream (Chute),Loyalsock Creek,6/29/2020,9:30:00 AM,,41.412628,-76.807101,41.412628,-76.807101,,18,6.64,70.6,24,8.08,,,,Repeated,,Connectivity,,Farm Streams,Plunketts,,,,
1382,PK0-KC,PK5-KC,"Wilson, Ressler, Harner, Cataldo, Brennan, Colby, Coder, Carnathan, Hill",,Plunkett's Creek (King's Confluence),Loyalsock Creek,6/30/2020,9:00:00 AM,,41.418262,-76.807023,41.418262,-76.807023,,12.6,6.43,73.5,20,8.96,,,,Repeated,,Connectivity,,Farm Streams,Plunketts,,Spring Inflow 15-20 meters on bank,,
1383,PK0-RK,PK5-RK,"Wilson, Ressler, Harner, Cataldo, Brennan, Colby, Coder, Carnathan, Hill",,Plunkett's Creek (Rock) Upstream Reference,Loyalsock Creek,6/30/2020,1:30:00 PM,,41.419427,-76.802855,41.419427,-76.802855,,18.1,6.36,74.2,21.8,7.7,,,,Repeated,,Connectivity,,Farm Streams,Plunketts,,,,
1384,LititzGreenMeadowFarm.ConestogaRiver,202007.LititzGreenMeadowFarm.ConestogaRiver,,,Lititz.Run...Green.Meadow.Farm,Conestoga River,7/7/2020,10:00:00 AM,,,,40.11675,-76.2505385,,18.8,7.66,965,200,8.01,,26.1,,Single,Unassessed,,,,,LRWA Green Meadow Farm on Creek Rd.,,,
1385,LititzHessFarm.ConestogaRiver,202007.LititzHessFarm.ConestogaRiver,,,Lititz.Run...Hess.Farm,Conestoga River,7/7/2020,12:10:00 PM,,,,40.1234228,-76.2538904,,18.6,7.86,980,220,10.01,,28.8,,Single,Unassessed,,,,,Hess Farm - LRWA,,,
1386,MooresDownstream.Lititz,202007.MooresDownstream.Lititz,,,Moore.s.Run...Downstream,Lititz Run,7/7/2020,3:45:00 PM,,,,40.1566,-76.2854,,22.8,8.18,386.7,80,6.11,,27.8,,Single,Unassessed,,,,,Behind Bonfield Elementary,,,
1387,MooresUpstream.Lititz,202007.MooresUpstream.Lititz,,,Moore.s.Run...Upstream,Lititz Run,7/7/2020,4:45:00 PM,,,,40.166336,-76.285072,,21,8.09,385.1,80,7.2,,28.9,,Single,Unassessed,,,,,Above Newport Rd. bridge,,,
1388,SantoDomingo.Lititz,202007.SantoDomingo.Lititz,,,Santo.Domingo.Creek.,Lititz Run,7/7/2020,2:00:00 PM,,40.154444,-76.286944,40.155379,-76.292152,,16.3,7.84,762,180,9.95,,,,Single,Unassessed,,,,,Oak Street above bridge,,,
1389,HubersDownstream.SantoDomingo,202007.HubersDownstream.SantoDomingo,,,Huber.s.Run...Downstream,Santo Domingo Creek,7/8/2020,11:45:00 AM,,40.158435,-76.2959,40.162813,-76.294658,,24.7,8.06,418.3,92,6.45,,30.5,,Single,Unassessed,,,,,Clark CREP Buffer end of Skylark Drive,,,
1390,HubersUpstream.SantoDomingo,202007.HubersUpstream.SantoDomingo,,,Hubers.Run...Upstream,Santo Domingo Creek,7/8/2020,5:17:00 PM,,40.158435,-76.2959,40.171549,-76.29451,,21.7,7.71,393.1,84,7.91,,31.7,,Single,Unassessed,,,,,Brunnervale Rd,,,
1391,LititzMillportLower.ConestogaRiver,202007.LititzMillportLower.ConestogaRiver,,,Lititz.Run...Millport.Lower,Conestoga River,7/8/2020,7:30:00 AM,,,,40.1338776,-76.258026,,17.5,7.85,1127,223,7.37,,21.1,,Single,Unassessed,,,,,Millport Conservancy Bottom Site. East Millport Rd. just below footbridge.,,,
1392,LititzMillportMiddle.ConestogaRiver,202007.LititzMillportMiddle.ConestogaRiver,,,Lititz.Run...Millport.Middle,Conestoga River,7/8/2020,9:15:00 AM,,,,40.142168,-76.265678,,16.8,7.9,1092,217,7.85,,28.9,,Single,Unassessed,,,,,Behind mill pond upstream of outflow above UNT,,,
1393,SantoDomingoLititzSpringT.Lititz,202007.SantoDomingoLititzSpringT.Lititz,,,Santo.Domingo.Creek...Lititz.Spring.Trib,Lititz Run,7/8/2020,3:55:00 PM,,40.154444,-76.286944,40.157024,-76.300086,,15.6,7.77,777,200,8.73,,30.6,,Single,Unassessed,,,,,Appalachian Brewing Co. Parking Lot,,,
1394,SantoDomingoUpstream.Lititz,202007.SantoDomingoUpstream.Lititz,,,Santo.Domingo.Creek...Upstream,Lititz Run,7/8/2020,2:45:00 PM,,40.154444,-76.286944,40.163618,-76.302168,,25.6,7.97,616,160,5.59,,28.4,,Single,Unassessed,,,,,Dean Saylor Park above Market St.,,,
1395,UNTRM181toSantoDomingo.SantoDomingo,202007.UNTRM181toSantoDomingo.SantoDomingo,,,UNT.RM.1.81.to.Santo.Domingo.Creek,Santo Domingo Creek,7/8/2020,2:00:00 PM,,41.175403,-76.316395,40.175505,-76.31649,,25.4,8.19,437.5,92,5.81,,28.9,,Single,Unassessed,,,,,25m above mouth behind rock lititz,,,
1396,UNTtoLititzRM310.Lititz,202007.UNTtoLititzRM310.Lititz,,,UNT.to.Lititz.Run..RM.3.10.,Lititz Run,7/8/2020,10:00:00 AM,,40.140955,-76.264509,40.140933,-76.264553,,22.8,8.13,375.2,79,5.26,,28.9,,Single,Unassessed,,,,,@mouth near lake,,,
1397,UNTtoSantoDomingoRM118.SantoDomingo,202007.UNTtoSantoDomingoRM118.SantoDomingo,,,UNT.to.Santo.Domingo.Creek..RM.1.18.,Santo Domingo Creek,7/8/2020,3:15:00 PM,,40.165263,-76.303272,40.166086,-76.303649,,,,,,,,33.3,,Single,Unassessed,,,,,At mouth in Dean Saylor Park,,,
1398,UNTtoSantoDomingoRM225.SantoDomingo,202007.UNTtoSantoDomingoRM225.SantoDomingo,,,UNT.to.Santo.Domingo.Creek..RM.2.25.,Santo Domingo Creek,7/8/2020,1:00:00 PM,,40.177279,-76.324196,40.1778448,-76.324196,,23.1,8.07,421.1,90,5.85,,33.3,,Single,Unassessed,,,,,Down Farm Path off Memorial Rd,,,
1399,LititzMillportUpper.ConestogaRiver,202007.LititzMillportUpper.ConestogaRiver,,,Lititz.Run...Millport.Upper,Conestoga River,7/9/2020,9:30:00 AM,,,,40.146735,-76.269469,,17,7.82,1075,222,8.52,,28.8,,Single,Unassessed,,,,,Millport Conservancy Upper Site off Warkwick Road below Route 772,,,
1400,LititzMillSite.ConestogaRiver,202007.LititzMillSite.ConestogaRiver,,,Lititz.Run...Mill.Site,Conestoga River,7/9/2020,2:45:00 PM,,,,40.149077,-76.281305,,19.5,7.78,1231,225,7.91,,,,Single,Unassessed,,,,,The Mill on Rt. 772,,,
1401,LititzOldBantaTract.ConestogaRiver,202007.LititzOldBantaTract.ConestogaRiver,,,Lititz.Run...Old.Banta.Tract,Conestoga River,7/9/2020,1:30:00 PM,,,,40.147723,-76.274028,,20,7.82,1102,225,8.91,,32.2,,Single,Unassessed,,,,,1201 Rothsville Rd,,,
1402,NewHavenDownstream.Lititz,202007.NewHavenDownstream.Lititz,,,New.Haven.Run...Downstream,Lititz Run,7/9/2020,11:00:00 AM,,40.126577,-76.256622,40.12682,-76.258643,,24.6,8.06,373.2,95,6.43,,27.7,,Single,Unassessed,,,,,Creek Rd.,,,
1403,NewHavenUpstream.Lititz,202007.NewHavenUpstream.Lititz,,,New.Haven.Run...Upstream,Lititz Run,7/9/2020,12:00:00 PM,,40.126577,-76.256622,40.138853,-76.276218,,23.7,8.05,273.4,81,6.5,,31.1,,Single,Unassessed,,,,,Stone Bridge at Property line,,,
1404,UNTtoBoardRM143.Board,202007.UNTtoBoardRM143.Board,,,UNT.to.Board.Run..RM.1.43.,Board Run,7/14/2020,10:45:00 AM,,40.4904,-77.032537,40.488075,-77.032184,,,,,,,,26.7,,Single,Unassessed,,,,,Board Run Rd.,,,
1405,UNTtoBoardRM177.Board,202007.UNTtoBoardRM177.Board,,,UNT.to.Board.Run..RM.1.77.,Board Run,7/14/2020,10:17:00 AM,,40.493155,-77.028003,40.493155,-77.028003,,,,,,,,26.5,,Single,Unassessed,,,,,426 Meadow Grove Road,,,
1406,UNTtoJuniataRiverRM489.JuniataRiver,202007.UNTtoJuniataRiverRM489.JuniataRiver,,,UNT.to.Juniata.River..RM.4.89.,Juniata River,7/14/2020,11:16:00 AM,,40.459366,-77.03007,40.459724,-77.033193,,,,,,,,29.4,,Single,Unassessed,,,,,Lower Bailey Road,,,
1407,UNTtoLoshRM107.Losh,202007.UNTtoLoshRM107.Losh,,,UNT.to.Losh.Run..RM.1.07.,Losh Run,7/14/2020,11:54:00 AM,,40.45162,-77.042669,40.457909,-77.051738,,,,,,,,29.4,,Single,Unassessed,,,,,Lower Bailey Road,,,
1408,UNTtoLoshRM215.Losh,202007.UNTtoLoshRM215.Losh,,,UNT.to.Losh.Run..RM.2.15.,Losh Run,7/14/2020,12:21:00 PM,,40.45019,-77.060659,40.45386,-77.06149,,,,,,,,30,,Single,Unassessed,,,,,Mahanoy Valley Road,,,
1409,UNTtoLaurelRM1110.Laurel,202007.UNTtoLaurelRM1110.Laurel,,,UNT.to.Laurel.Run..RM.11.10.,Laurel Run,7/16/2020,12:25:00 PM,,40.266536,-77.486168,40.264511,-77.488385,,17.7,7.28,27.4,7,10,,28.3,,Single,Unassessed,,,,,Below Laurel Run Rd,,,
1410,UNTtoLaurelRM1371.Laurel,202007.UNTtoLaurelRM1371.Laurel,,,UNT.to.Laurel.Run..RM.13.71.,Laurel Run,7/16/2020,2:05:00 PM,,40.252672,-77.527866,40.252816,-77.527972,,12.5,7.7,27.7,5,10.7,,33.9,,Single,Unassessed,,,,,At mouth - Big boulders. Very low/dry. Gets steep with little flow and goes underground at 120m,,,
1411,UNTtoLaurelRM1393.Laurel,202007.UNTtoLaurelRM1393.Laurel,,,UNT.to.Laurel.Run..RM.13.93.,Laurel Run,7/16/2020,2:45:00 PM,,40.252671,-77.527865,40.250867,-77.529785,,17,7.21,51.8,14,9.2,,28.9,,Single,Unassessed,,,,,At mouth to Laurel Run,,,
1412,UNTtoLaurelRM767.Laurel,202007.UNTtoLaurelRM767.Laurel,,,UNT.to.Laurel.Run..RM.7.67.,Laurel Run,7/16/2020,11:05:00 AM,,40.29219,-77.437587,40.2902,-77.438896,,18.9,7.25,139.6,38,7.54,,27.7,,Single,Unassessed,,,,,At Mouth. It is a braid at mouth. Went upstream of Braid of Laurel Run. Went dry at 200 meters. Trout captured in first 10 meters.,,,
1413,UNTtoThreeSquareRM055.ThreeSquareHollow,202007.UNTtoThreeSquareRM055.ThreeSquareHollow,,,UNT.to.Three.Square.Hollow.Run.RM.0.55,Three Square Hollow Run,7/16/2020,8:50:00 AM,,40.163005,-77.496547,40.163255,-77.497056,,21.9,7.51,549,70,4.12,,25,,Single,Unassessed,,,,,Bridgewater Rd and Gameland Rd,,,
1414,UNTtoThreeSquareRM055Upstream.ThreeSquareHollow,202007.UNTtoThreeSquareRM055Upstream.ThreeSquareHollow,,,UNT.to.Three.Square.Hollow.Run..RM.0.55....Upstream,Three Square Hollow Run,7/16/2020,10:05:00 AM,,40.163005,-77.496547,40.173243,-77.503821,,20,7.4,627,70,4.77,,26.1,,Single,Unassessed,,,,,Park Hill Rd and Bridgewater Rd,,,
1415,UNTRM008toUNTtoSouthTowandaRM882.UNTtoSouthTowandaRM882,202007.UNTRM008toUNTtoSouthTowandaRM882.UNTtoSouthTowandaRM882,,,UNT..RM.0.08..to.UNT.to.South.Branch.Towanda.Creek..RM.8.82.,UNT to South Branch Towanda Creek (RM 8.82),7/20/2020,3:20:00 PM,,41.602994,-76.437509,41.60323,-76.437588,,20.7,7.78,312.8,83,8.11,,31.7,,Single,Unassessed,,,,,52 Demprey Hill R  New Albany at mouth,,,
1416,UNTtoBeaverRM069.Beaver,202007.UNTtoBeaverRM069.Beaver,,,UNT.to.Beaver.Run..RM.0.69.,Beaver Run,7/20/2020,3:38:00 PM,,41.58721,-76.443575,41.587309,-76.443616,,24.6,7.89,236.9,85,7.2,,31.7,,Single,Unassessed,,,,,2295 Sayman Rd,,,
1417,UNTtoBeaverRM102.Beaver,202007.UNTtoBeaverRM102.Beaver,,,UNT.to.Beaver.Run..RM.1.02.,Beaver Run,7/20/2020,4:10:00 AM,,41.582819,-76.442836,41.581057,-76.441825,,,,,,,,32.2,,Single,Unassessed,,,,,Actual Mouth is at 41.581595  -76.444125,,,
1418,UNTtoFrenchRM080.French,202007.UNTtoFrenchRM080.French,,,UNT.to.French.Creek..RM.0.80.,French Creek,7/20/2020,12:25:00 PM,,41.589033,-76.417531,41.587924,-76.416965,,22.8,7.66,155.5,60,7.21,,30,,Single,Unassessed,,,,,Doan s Greenhouse,,,
1419,UNTtoFrenchRM097.French,202007.UNTtoFrenchRM097.French,,,UNT.to.French.Creek..RM.0.97.,French Creek,7/20/2020,11:15:00 AM,,41.589797,-76.4147,41.589963,-76.41384,,17.9,7.45,127.6,65,5.79,,29.4,,Single,Unassessed,,,,,Below French Creek Rd. Doan s Greenhouse Property,,,
1420,UNTtoSouthTowandaRM1150.SouthTowanda,202007.UNTtoSouthTowandaRM1150.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.11.50.,South Branch Towanda Creek,7/20/2020,2:25:00 PM,,41.573567,-76.416148,41.573635,-76.415982,,,,,,,,31.7,,Single,Unassessed,,,,,Elmer Stevens 414 Laddsburg Rd,,,
1421,UNTtoSouthTowandaRM1192.SouthTowanda,202007.UNTtoSouthTowandaRM1192.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.11.92.,South Branch Towanda Creek,7/20/2020,2:05:00 PM,,41.569047,-76.41498,41.568726,-76.415159,,,,,,,,31.7,,Single,Unassessed,,,,,At mouth,,,
1422,UNTtoSouthTowandaRM1282.SouthTowanda,202007.UNTtoSouthTowandaRM1282.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.12.82.,South Branch Towanda Creek,7/20/2020,1:40:00 PM,,41.56854,-76.403813,41.568401,-76.403753,,23,6.68,174.2,32,5.86,,31.7,,Single,Unassessed,,,,,At mouth on Towanda Borough Property.  Upstream of Access road it is a swamp.,,,
1423,UNTtoSouthTowandaRM1462.SouthTowanda,202007.UNTtoSouthTowandaRM1462.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.14.62.,South Branch Towanda Creek,7/20/2020,1:05:00 PM,,41.580914,-76.381264,41.583627,-76.382386,,,,,,,,32.2,,Single,Unassessed,,,,,Murphy Road,,,
1424,UNTtoSouthTowandaRM882.SouthTowanda,202007.UNTtoSouthTowandaRM882.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.8.82.,South Branch Towanda Creek,7/20/2020,2:50:00 PM,,41.602769,-76.439207,41.602994,-76.438408,,21.4,7.73,311,82,6.25,,31.7,,Single,Unassessed,,,,,29 Elementary Ln,,,
1425,UNTRM104toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,202007.UNTRM104toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,,,UNT..RM.1.04..to.UNT.to.South.Branch.Towanda.Creek..RM.0.81.,UNT to South Branch Towanda Creek (RM 0.81),7/21/2020,10:10:00 AM,,41.703041,-76.451075,41.703082,-76.451032,,,,,,,,25,,Single,Unassessed,,,,,Stephen Storm Farm,,,
1426,UNTRM143toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,202007.UNTRM143toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,,,UNT..RM.1.43..to.UNT.to.South.Branch.Towanda.Creek..RM.0.81.,UNT to South Branch Towanda Creek (RM 0.81),7/21/2020,10:40:00 AM,,41.70654,-76.445658,41.7065,-76.4455,,,,,,,,25,,Single,Unassessed,,,,,At mouth and upstream,,,
1427,UNTRM256toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,202007.UNTRM256toUNTtoSouthTowandaRM081.UNTtoSouthTowandaRM081,,,UNT..RM.2.56..to.UNT.to.South.Branch.Towanda.Creek..RM.0.81.,UNT to South Branch Towanda Creek (RM 0.81),7/21/2020,11:05:00 AM,,41.698024,-76.434276,41.693957,-76.432881,,,,,,,,26.1,,Single,Unassessed,,,,,Below Marcy Hill Road,,,
1428,UNTtoBowmanRM111.Bowman,202007.UNTtoBowmanRM111.Bowman,,,UNT.to.Bowman.Creek..RM.1.11.,Bowman Creek,7/21/2020,4:05:00 PM,,41.560075,-76.384927,41.55982,-76.377006,,,,,,,,30,,Single,Unassessed,,,,,Marsh Rd. This trib is a series of ponds with no flow between them that ends in giant pond/ wetland.,,,
1429,UNTtoBowmanRM165.Bowman,202007.UNTtoBowmanRM165.Bowman,,,UNT.to.Bowman.Creek.RM1.65,Bowman Creek,7/21/2020,4:20:00 PM,,41.559889,-76.376892,41.559785,-76.376937,,28.4,7.78,87.8,45,5.51,,28.9,,Single,Unassessed,,,,,Irish Settlement Rd - below and above,,,
1430,UNTtoBowmanRM196.Bowman,202007.UNTtoBowmanRM196.Bowman,,,UNT.to.Bowman.Creek.RM.1.96,Bowman Creek,7/21/2020,5:30:00 PM,,41.561854,-76.372806,41.560569,-76.370802,,20.1,7.87,199.8,67,7.21,,30.5,,Single,Unassessed,,,,,Cummisky Rd,,,
1431,UNTtoBowmanRM233.Bowman,202007.UNTtoBowmanRM233.Bowman,,,UNT.to.Bowman.Creek..RM.2.33.,Bowman Creek,7/21/2020,4:55:00 PM,,41.565328,-76.368934,41.565249,-76.368769,,21.2,7.81,216.5,68,7.07,,30,,Single,Unassessed,,,,,1324 Kane Rd  New Albany,,,
1432,UNTtoSouthTowandaRM081.SouthTowanda,202007.UNTtoSouthTowandaRM081.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.0.81.,South Branch Towanda Creek,7/21/2020,11:20:00 AM,,41.698864,-76.464522,41.698696,-76.464365,,22.2,8.02,261.3,72,8.38,,27.2,,Single,Unassessed,,,,,@ mouth - Keith Rider property Rt. 220                   Stream is also known as Wickham Falls Run,,,
1433,UNTtoSouthTowandaRM081Upstream.SouthTowanda,202007.UNTtoSouthTowandaRM081Upstream.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.0.81....Upstream,South Branch Towanda Creek,7/21/2020,12:00:00 PM,,41.698864,-76.464522,41.70308,-76.44989,,21.8,8.06,294.6,80,9,,25,,Single,Unassessed,,,,,Wickham Falls Rd by gasline right of way                   Stream is also known as Wickham Falls Run,,,
1434,UNTtoSouthTowandaRM098.SouthTowanda,202007.UNTtoSouthTowandaRM098.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.0.98.,South Branch Towanda Creek,7/21/2020,9:35:00 AM,,41.696595,-76.464856,41.6966,-76.465,,,,,,,,22.8,,Single,Unassessed,,,,,At mouth across South Branch Towanda Creek,,,
1435,UNTtoSouthTowandaRM238.SouthTowanda,202007.UNTtoSouthTowandaRM238.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.2.38.,South Branch Towanda Creek,7/21/2020,9:15:00 AM,,41.678911,-76.461628,41.6787,-76.4619,,,,,,,,23.3,,Single,Unassessed,,,,,At mouth,,,
1436,UNTtoSouthTowandaRM309.SouthTowanda,202007.UNTtoSouthTowandaRM309.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.3.09.,South Branch Towanda Creek,7/21/2020,8:45:00 AM,,41.670006,-76.457456,41.669511,-76.457806,,,,,,,,21.2,,Single,Unassessed,,,,,Kellogg Road,,,
1437,UNTtoSouthTowandaRM693.SouthTowanda,202007.UNTtoSouthTowandaRM693.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.6.93.,South Branch Towanda Creek,7/21/2020,12:30:00 PM,,41.624958,-76.436657,41.622825,-76.433757,,18.7,7.97,301,82,5.71,,26.8,,Single,Unassessed,,,,,"Snitzle Ln; Just a trickle, not enough to gather data",,,
1438,UNTtoSouthTowandaRM723.SouthTowanda,202007.UNTtoSouthTowandaRM723.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.7.23.,South Branch Towanda Creek,7/21/2020,1:00:00 PM,,41.621147,-76.438493,41.621218,-76.43985,,,,,,,,26.8,,Single,Unassessed,,,,,Henry Hill Drive and Rt 220,,,
1439,UNTtoSouthTowandaRM767.SouthTowanda,202007.UNTtoSouthTowandaRM767.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.7.67.,South Branch Towanda Creek,7/21/2020,1:20:00 PM,,41.615673,-76.441219,41.615674,-76.44122,,21.3,7.87,184.2,72,7.44,,29.4,,Single,Unassessed,,,,,Rt. 220 and Heath Hill Rd,,,
1440,UNTtoSouthTowandaRM790.SouthTowanda,202007.UNTtoSouthTowandaRM790.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek.RM.7.90,South Branch Towanda Creek,7/21/2020,2:55:00 PM,,41.614012,-76.443785,41.614308,-76.444287,,15.8,8.13,174,61,12.29,,28.9,,Single,Unassessed,,,,,R. Ben Lejldal route 220,,,
1441,UNTtoSouthTowandaRM827.SouthTowanda,202007.UNTtoSouthTowandaRM827.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.8.27.,South Branch Towanda Creek,7/21/2020,1:56:00 PM,,41.609206,-76.44805,41.608735,-76.445178,,20.6,7.88,217.5,71,6.77,,28.33,,Single,Unassessed,,,,,96 Leeway Dr,,,
1442,UNTtoSouthTowandaRM987.SouthTowanda,202007.UNTtoSouthTowandaRM987.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.9.87.,South Branch Towanda Creek,7/21/2020,3:30:00 PM,,41.591556,-76.433514,41.591633,-76.433313,,,,,,,,30,,Single,Unassessed,,,,,At mouth near French Creek Rd,,,
1443,Board.JuniataRiver,202007.Board.JuniataRiver,,,Board.Run,Juniata River,7/22/2020,12:00:00 PM,,40.479331,-77.049648,40.487789,-77.038592,,23,,81,25,7.58,,30,,Single,Unassessed,,,,,PC Hunt Club,,,
1444,UNTtoAckerRM066.Acker,202007.UNTtoAckerRM066.Acker,,,UNT.to.Acker.Run..RM.0.66.,Acker Run,7/22/2020,12:50:00 PM,,40.493972,-77.045565,40.494797,-77.044531,,22.1,,132.9,29,7.74,,30,,Single,Unassessed,,,,,Fissel Property  Chicken Hollow Road,,,
1445,UNTtoSouthTowandaRM1400.SouthTowanda,202007.UNTtoSouthTowandaRM1400.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.14.00.,South Branch Towanda Creek,7/22/2020,8:30:00 AM,,41.577761,-76.389041,41.577697,-76.389868,,,,,,,,21.1,,Single,Unassessed,,,,,upstream ~50m of mouth off farm on Shaffers Notch Rd.,,,
1446,UNTtoSouthTowandaRM741.SouthTowanda,202007.UNTtoSouthTowandaRM741.SouthTowanda,,,UNT.to.South.Branch.Towanda.Creek..RM.7.41.,South Branch Towanda Creek,7/22/2020,9:30:00 AM,,41.618876,-76.438655,41.618494,-76.438416,,,,,,,,23.9,,Single,Unassessed,,,,,At mouth and upstream across from Wyoming Casing Services,,,
1447,UNTtoSusquehannaRiverRM9286.SusquehannaRiver,202007.UNTtoSusquehannaRiverRM9286.SusquehannaRiver,,,UNT.to.Susquehanna.River..RM.92.86.,Susquehanna River,7/22/2020,9:00:00 AM,,40.603096,-76.95343,40.603583,-76.957483,,,,,,,,26.6,,Single,Unassessed,,,,,Gamelands  above house on Rt. 15,,,
1448,UNTtoSusquehannaRiverRM9342.SusquehannaRiver,202007.UNTtoSusquehannaRiverRM9342.SusquehannaRiver,,,UNT.to.Susquehanna.River..RM.93.42.,Susquehanna River,7/22/2020,10:00:00 AM,,40.610955,-76.953163,40.610061,-76.960438,,21.1,,72.9,20,7.51,,26.5,,Single,Unassessed,,,,,In Woods Near State Game lands parking area,,,
1449,UNTtoShermansRM5043.Shermans,202007.UNTtoShermansRM5043.Shermans,,,UNT.to.Shermans.Creek.RM.50.43,Shermans Creek,7/23/2020,2:53:00 PM,,40.299149,-77.585948,40.302937,-77.588272,,,,,,,,,,Single,Unassessed,,,,,Big Spring Road,,,
1450,UNTtoShermansRM5052.Shermans,202007.UNTtoShermansRM5052.Shermans,,,UNT.to.Shermans.Creek..RM.50.52.,Shermans Creek,7/23/2020,1:00:00 PM,,40.299149,-77.587483,40.302123,-77.592226,,20.4,,324.4,142,8.26,,28.3,,Single,Unassessed,,,,,Above cabin upstream of Rt. 274,,,
1451,UNTtoShermansRM5076.Shermans,202007.UNTtoShermansRM5076.Shermans,,,UNT.to.Shermans.Creek..RM.50.76.,Shermans Creek,7/23/2020,2:00:00 PM,,40.296708,-77.590768,40.298461,-77.594737,,19.3,,278,135,9.02,,28.9,,Single,Unassessed,,,,,at culvert on 274,,,
1452,UNTtoShermansRM5093.Shermans,202007.UNTtoShermansRM5093.Shermans,,,UNT.to.Shermans.Creek.RM.50.93,Shermans Creek,7/23/2020,11:30:00 AM,,40.294849,-77.592389,40.300903,-77.602706,,20.3,,114.4,39,8.34,,28.8,,Single,Unassessed,,,,,Off of Bryner Road,,,
1453,UNTtoShermansRM5238.Shermans,202007.UNTtoShermansRM5238.Shermans,,,UNT.to.Shermans.Creek.RM.52.38,Shermans Creek,7/23/2020,10:00:00 AM,,40.284042,-77.612744,40.283991,-77.612519,,20.7,,68.8,30,8.16,,26.6,,Single,Unassessed,,,,,At mouth on powerline clearing,,,
1454,UNTtoShermansRM5252.Shermans,202007.UNTtoShermansRM5252.Shermans,,,UNT.to.Shermans.Creek.RM.52.52,Shermans Creek,7/23/2020,9:05:00 AM,,40.282641,-77.614279,40.282641,-77.614279,,21.3,,130.6,46,7.85,,26.6,,Single,Unassessed,,,,,Mouth,,,
1455,UNTRM040toUNTtoConewagoRM6998.UNTtoConewagoRM6998,202007.UNTRM040toUNTtoConewagoRM6998.UNTtoConewagoRM6998,,,UNT..RM.0.40..to.UNT.to.Conewago.Creek..RM.69.98.,UNT to Conewago Creek (RM 69.98),7/29/2020,10:00:00 AM,,39.926778,-77.268777,39.926776,-77.286708,,,,,,,,28.3,,Single,Unassessed,,,,,Wes Miller Farm. 1185 Arendtsville Road,,,
1456,UNTRM112toUNTtoConewagoRM6221.UNTtoConewagoRM6221,202007.UNTRM112toUNTtoConewagoRM6221.UNTtoConewagoRM6221,,,UNT..RM.1.12..to.UNT.to.Conewago.Creek..RM.62.21.,UNT to Conewago Creek (RM 62.21),7/29/2020,9:40:00 AM,,39.935664,-77.218265,39.936081,-77.219115,,,,,,,,26.6,,Single,Unassessed,,,,,Old Carlisle Rd,,,
1457,UNTRM154toUNTtoConewagoRM6660.UNTtoConewagoRM6660,202007.UNTRM154toUNTtoConewagoRM6660.UNTtoConewagoRM6660,,,UNT..RM.1.54..to.UNT.to.Conewago.Creek..RM.66.60.,UNT to Conewago Creek (RM 66.60),7/29/2020,4:10:00 PM,,39.91793,-77.268762,39.92179,-77.270827,,24.7,7.23,147.3,40,3.97,,34.4,,Single,Unassessed,,,,,Farm off Beecherstown Rd,,,
